station_m,elevation_m
0.67056,1.834896
1.6764,1.048512
4.2672,0.871728
6.7056,0.630936
10.0584,0.310896
10.3632,0.042672
10.91184,0.033528
11.7348,0
11.7348,0.179832
11.97864,0.10668
12.71016,0.496824
12.8016,0.941832
14.0208,1.377696
19.2024,1.499616
21.9456,1.530096
