station_m,elevation_m
0.6096,3.819144
4.2672,2.215896
6.096,2.206752
10.0584,1.487424
13.4112,1.743456
16.1544,1.639824
17.0688,1.331976
18.288,1.042416
20.7264,0.762
21.9456,0.496824
22.5552,1.045464
22.86,0.42672
23.7744,0.225552
26.0604,0.262128
26.5176,0.313944
26.5176,0
27.432,0.042672
27.8892,0.786384
29.8704,0.621792
32.004,0.359664
32.9184,0.414528
33.528,0.070104
34.1376,0.423672
35.052,0.085344
37.1856,0.941832
39.9288,2.487168
45.1104,3.172968
